IBM
Call: ibm -r -g 4213 
Seed: 123
Date: Fri Nov 02 10:17:32 2018
Version: 2018-11-01 09:04:42 UTC (rev. aebc669)
Environment: machine:DESKTOP-D3MBM6L, user:Dell User, os:Windows_NT, pid:8288

*initialisation_partition[init_1]
ewuilibrium_shortcut: 1969
values {d}
row-col 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
8-6 3217 0 0 5.25676 1 5.7971e-007 367.179 0 0 0.150006 101.797 0.160973 4.79e-009 2.89 0 1 2.71494 18.5758
7-8 2821 2 2 30.5563 6 9.38157e-005 368.098 0 1 0.150004 101.799 0.160982 4.79e-009 2.89 0 1 2.64181 18.7094
5-5 1485 2 2 30.5591 6 9.38409e-005 368.098 0 1 0.149975 101.791 0.161019 4.79e-009 2.89 0 1 2.46929 18.4044
7-10 4263 6 6 63.0054 12 0.000759516 368.098 0 1 0.150002 101.798 0.160998 4.79e-009 2.89 0 1 2.63225 18.9548
7-7 7670 0 0 5.25681 1 5.79725e-007 367.179 0 0 0.149989 101.796 0.160976 4.79e-009 2.89 0 1 2.62445 18.6673
6-7 2043 7 7 68.4747 13 0.000966091 368.098 0 1 0.149988 101.803 0.160984 4.79e-009 2.89 0 1 2.5979 18.6135
4-9 4069 0 0 5.25722 1 5.79856e-007 367.179 0 0 0.15001 101.801 0.160981 4.79e-009 2.89 0 1 2.33247 18.8191
4-7 4940 6 6 62.9941 12 0.000759123 368.098 0 1 0.150026 101.787 0.160977 4.79e-009 2.89 0 1 2.31528 18.6017
5-1 39 5 5 56.6398 11 0.000558288 368.098 0 1 0.149989 101.804 0.160985 4.79e-009 2.89 0 1 2.48306 18.0456
7-10 3673 13 13 88.4218 16 0.00202252 368.098 0 1 0.149987 101.813 0.161003 4.79e-009 2.89 0 1 2.69528 18.9224
3-7 174 20 20 97.1723 16 0.00265664 368.098 0 1 0.149983 101.797 0.16097 4.79e-009 2.89 0 1 2.22208 18.6989
3-5 2996 14 14 90.2975 16 0.00214901 368.098 0 1 0.14999 101.803 0.160982 4.79e-009 2.89 0 1 2.21452 18.4396
6-9 5190 8 8 73.1759 14 0.00117047 368.098 0 1 0.150007 101.804 0.160998 4.79e-009 2.89 0 1 2.50253 18.8008
3-6 1930 2 2 30.5619 6 9.38658e-005 368.098 0 0 0.149994 101.81 0.160997 4.79e-009 2.89 0 1 2.27052 18.5483
3-8 485 1 1 18.8674 3 2.32887e-005 368.098 0 0 0.149989 101.804 0.160989 4.79e-009 2.89 0 1 2.24355 18.7628
7-6 961 11 11 83.6649 16 0.00172379 368.098 0 1 0.150008 101.81 0.161013 4.79e-009 2.89 0 1 2.65252 18.5413
6-1 145 2 2 30.5613 6 9.38606e-005 368.098 0 0 0.149995 101.795 0.161025 4.79e-009 2.89 0 1 2.52753 18.0837
8-4 1843 7 7 68.4709 13 0.000965935 368.098 0 1 0.150008 101.797 0.160985 4.79e-009 2.89 0 1 2.79073 18.3733
3-4 1941 3 3 40.5982 8 0.000213265 368.098 0 0 0.149995 101.792 0.160994 4.79e-009 2.89 0 1 2.28165 18.339
6-7 1197 4 4 49.2274 9 0.000372232 368.098 0 1 0.150004 101.801 0.160985 4.79e-009 2.89 0 1 2.52593 18.671
5-4 1272 0 0 5.2562 1 5.7953e-007 367.179 0 0 0.15 101.787 0.160972 4.79e-009 2.89 0 1 2.44556 18.369
6-5 1052 0 0 5.25835 1 5.80216e-007 367.179 0 0 0.150017 101.803 0.161015 4.79e-009 2.89 0 1 2.58319 18.4393
4-9 5427 3 3 40.6113 8 0.000213464 368.098 0 0 0.149997 101.801 0.161046 4.79e-009 2.89 0 1 2.34007 18.8826
4-9 3709 7 7 68.4591 13 0.000965454 368.098 0 1 0.149988 101.774 0.161002 4.79e-009 2.89 0 1 2.31493 18.8105
2-6 3215 18 18 95.5427 16 0.00252991 368.098 0 1 0.150011 101.806 0.161001 4.79e-009 2.89 0 1 2.16085 18.5483
4-9 6810 0 0 5.25921 1 5.80491e-007 367.179 0 0 0.150012 101.816 0.161021 4.79e-009 2.89 0 1 2.38274 18.8743
7-8 38 1 1 18.8672 3 2.3288e-005 368.098 0 0 0.149975 101.799 0.160997 4.79e-009 2.89 0 1 2.65512 18.7013
6-1 845 11 11 83.665 16 0.0017238 368.098 0 1 0.149987 101.81 0.161014 4.79e-009 2.89 0 1 2.52928 18.0881
4-9 5823 4 4 49.2289 9 0.000372264 368.098 0 1 0.149997 101.788 0.161024 4.79e-009 2.89 0 1 2.30832 18.8106
1-10 3335 20 20 97.3935 16 0.00267416 368.098 0 1 0.15001 101.775 0.160988 4.79e-009 2.89 0 1 2.09704 18.9004
7-7 1662 9 9 77.2048 15 0.00136655 368.098 0 1 0.15002 101.792 0.161008 4.79e-009 2.89 0 1 2.66429 18.6769
10-6 5125 4 4 49.2365 9 0.00037243 368.098 0 0 0.150005 101.807 0.161018 4.79e-009 2.89 0 1 2.93443 18.57
6-6 3454 6 6 63.0118 12 0.000759741 368.098 0 1 0.150005 101.808 0.161 4.79e-009 2.89 0 1 2.59384 18.5596
5-9 6391 6 6 63.0113 12 0.000759724 368.098 0 1 0.150004 101.798 0.161024 4.79e-009 2.89 0 1 2.4236 18.8573
5-10 1312 3 3 40.6008 8 0.000213304 368.098 0 0 0.149981 101.803 0.160985 4.79e-009 2.89 0 1 2.45552 18.9223
3-2 1480 4 4 49.2345 9 0.000372387 368.098 0 1 0.149979 101.806 0.161009 4.79e-009 2.89 0 1 2.22119 18.1408
6-4 3853 2 2 30.5549 6 9.38031e-005 368.098 0 0 0.150001 101.792 0.160986 4.79e-009 2.89 0 1 2.54989 18.3513
4-5 5177 0 0 5.25706 1 5.79805e-007 367.179 0 0 0.150009 101.802 0.160974 4.79e-009 2.89 0 1 2.3597 18.4908
5-10 2723 8 8 73.1859 14 0.00117093 368.098 0 1 0.15001 101.809 0.161025 4.79e-009 2.89 0 1 2.42955 18.9527
6-9 1312 11 11 83.6516 16 0.00172301 368.098 0 1 0.149985 101.797 0.160999 4.79e-009 2.89 0 1 2.54001 18.8938
4-8 6525 7 7 68.4834 13 0.000966445 368.098 0 1 0.150015 101.813 0.160993 4.79e-009 2.89 0 1 2.35841 18.7038
9-5 4224 4 4 49.2301 9 0.00037229 368.098 0 1 0.150006 101.797 0.161009 4.79e-009 2.89 0 1 2.80168 18.433
2-2 1677 11 11 83.6562 16 0.00172328 368.098 0 1 0.149992 101.812 0.16096 4.79e-009 2.89 0 1 2.13351 18.1911
7-8 3341 4 4 49.2267 9 0.000372217 368.098 0 0 0.149979 101.792 0.161004 4.79e-009 2.89 0 1 2.67966 18.7507
8-5 2068 5 5 56.6423 11 0.000558358 368.098 0 1 0.149992 101.809 0.160983 4.79e-009 2.89 0 1 2.74082 18.4054
10-9 5535 15 15 91.9377 16 0.00226377 368.098 0 1 0.149987 101.821 0.161002 4.79e-009 2.89 0 1 2.90182 18.8837
10-8 2203 2 2 30.5608 6 9.38563e-005 368.098 0 0 0.150011 101.808 0.160996 4.79e-009 2.89 0 1 2.96966 18.751
2-9 2455 7 7 68.4789 13 0.000966262 368.098 0 1 0.150025 101.799 0.161018 4.79e-009 2.89 0 1 2.13449 18.8345
5-8 3681 5 5 56.6329 11 0.000558091 368.098 0 1 0.150019 101.792 0.160984 4.79e-009 2.89 0 1 2.47339 18.7667
8-9 2294 7 7 68.4844 13 0.000966484 368.098 0 1 0.150027 101.81 0.161009 4.79e-009 2.89 0 1 2.77388 18.8953
8-5 304 6 6 63.0151 12 0.000759856 368.098 0 1 0.150002 101.805 0.161023 4.79e-009 2.89 0 1 2.77532 18.4252
7-8 3253 0 0 5.25785 1 5.80059e-007 367.179 0 0 0.149973 101.802 0.161001 4.79e-009 2.89 0 1 2.64662 18.754
5-5 1326 4 4 49.2292 9 0.000372271 368.098 0 1 0.149989 101.799 0.160999 4.79e-009 2.89 0 1 2.40864 18.4346
8-10 303 2 2 30.5572 6 9.38236e-005 368.098 0 0 0.150016 101.797 0.160992 4.79e-009 2.89 0 1 2.72176 18.9244
3-9 3182 3 3 40.5901 8 0.000213142 368.098 0 0 0.149974 101.777 0.160984 4.79e-009 2.89 0 1 2.26657 18.8935
5-7 3585 0 0 5.25938 1 5.80544e-007 367.179 0 0 0.149991 101.825 0.161012 4.79e-009 2.89 0 1 2.43897 18.6956
6-10 2768 10 10 80.6799 16 0.00155199 368.098 0 1 0.150001 101.802 0.161012 4.79e-009 2.89 0 1 2.53316 18.9517
3-8 1023 1 1 18.8683 3 2.32918e-005 368.098 0 0 0.150021 101.804 0.160997 4.79e-009 2.89 0 1 2.2526 18.7812
10-7 7481 5 5 56.6346 11 0.000558139 368.098 0 1 0.150043 101.789 0.161 4.79e-009 2.89 0 1 2.95 18.6727
6-3 2397 6 6 63.0119 12 0.000759743 368.098 0 1 0.150011 101.807 0.161001 4.79e-009 2.89 0 1 2.54523 18.2921
5-8 6620 9 9 77.217 15 0.00136718 368.098 0 1 0.149998 101.815 0.160982 4.79e-009 2.89 0 1 2.48254 18.7146
10-4 3210 20 20 99.0987 16 0.00281172 368.098 0 1 0.149965 101.802 0.160999 4.79e-009 2.89 0 1 2.95118 18.3327
9-9 1387 15 15 91.9205 16 0.00226254 368.098 0 1 0.149987 101.8 0.161013 4.79e-009 2.89 0 1 2.80271 18.8255
4-8 10094 11 11 83.645 16 0.00172261 368.098 0 1 0.150013 101.789 0.161002 4.79e-009 2.89 0 1 2.37723 18.7607
5-10 6776 3 3 40.5997 8 0.000213288 368.098 0 0 0.149996 101.785 0.161018 4.79e-009 2.89 0 1 2.44153 18.9386
5-10 3431 5 5 56.6282 11 0.000557956 368.098 0 0 0.149977 101.782 0.160987 4.79e-009 2.89 0 1 2.47871 18.9163
5-9 981 7 7 68.4752 13 0.000966113 368.098 0 1 0.150011 101.798 0.161002 4.79e-009 2.89 0 1 2.43509 18.8864
7-4 2108 1 1 18.8651 3 2.32804e-005 368.098 0 0 0.149999 101.804 0.160965 4.79e-009 2.89 0 1 2.61011 18.3131
6-6 2944 5 5 56.6486 11 0.000558538 368.098 0 1 0.150024 101.807 0.161018 4.79e-009 2.89 0 1 2.51025 18.5318
8-3 2703 0 0 5.25813 1 5.80149e-007 367.179 0 0 0.15002 101.812 0.160993 4.79e-009 2.89 0 1 2.72678 18.2351
10-6 6912 0 0 5.25765 1 5.79996e-007 367.179 0 0 0.15001 101.797 0.161003 4.79e-009 2.89 0 1 2.92247 18.5101
5-3 1539 6 6 62.9996 12 0.000759314 368.098 0 1 0.149977 101.803 0.160956 4.79e-009 2.89 0 1 2.4654 18.2898
8-1 850 1 1 18.8683 3 2.32918e-005 368.098 0 0 0.150036 101.8 0.161005 4.79e-009 2.89 0 1 2.77306 18.0693
5-2 1669 3 3 40.5932 8 0.000213189 368.098 0 0 0.150006 101.781 0.16099 4.79e-009 2.89 0 1 2.48996 18.1469
6-10 4314 2 2 30.556 6 9.38133e-005 368.098 0 1 0.150004 101.799 0.16098 4.79e-009 2.89 0 1 2.5395 18.9482
9-8 6613 1 1 18.8714 3 2.33029e-005 368.098 0 0 0.150025 101.813 0.161011 4.79e-009 2.89 0 1 2.87363 18.7614
7-7 5057 2 2 30.5603 6 9.38511e-005 368.098 0 0 0.149999 101.808 0.160991 4.79e-009 2.89 0 1 2.66668 18.6437
7-8 3286 1 1 18.8648 3 2.32793e-005 368.098 0 0 0.149972 101.791 0.160986 4.79e-009 2.89 0 1 2.6194 18.7261
4-8 6326 4 4 49.2307 9 0.000372304 368.098 0 1 0.15002 101.805 0.160993 4.79e-009 2.89 0 1 2.3055 18.7652
3-7 7366 2 2 30.5602 6 9.38507e-005 368.098 0 0 0.150002 101.797 0.161012 4.79e-009 2.89 0 1 2.23991 18.6765
3-9 1300 5 5 56.6256 11 0.000557883 368.098 0 1 0.150005 101.772 0.161001 4.79e-009 2.89 0 1 2.2866 18.84
10-8 515 10 10 80.6752 16 0.00155172 368.098 0 1 0.150028 101.801 0.16099 4.79e-009 2.89 0 1 2.96045 18.7817
10-5 5169 2 2 30.5561 6 9.38139e-005 368.098 0 0 0.150012 101.8 0.16098 4.79e-009 2.89 0 1 2.93803 18.4419
10-7 1143 8 8 73.1756 14 0.00117045 368.098 0 1 0.149989 101.802 0.161001 4.79e-009 2.89 0 1 2.99012 18.6398
3-7 7080 10 10 80.6836 16 0.00155219 368.098 0 1 0.150022 101.805 0.161017 4.79e-009 2.89 0 1 2.21808 18.6773
10-7 9340 2 2 30.557 6 9.38221e-005 368.098 0 0 0.149982 101.789 0.161007 4.79e-009 2.89 0 1 2.92529 18.6839
4-9 1446 5 5 56.6493 11 0.000558557 368.098 0 1 0.149996 101.806 0.161025 4.79e-009 2.89 0 1 2.33321 18.8129
1-8 103 2 2 30.556 6 9.3813e-005 368.098 0 0 0.149997 101.796 0.160987 4.79e-009 2.89 0 1 2.03249 18.7137
7-7 7376 15 15 91.9114 16 0.0022619 368.098 0 1 0.149995 101.791 0.161007 4.79e-009 2.89 0 1 2.69827 18.6474
8-9 4854 0 0 5.25796 1 5.80094e-007 367.179 0 0 0.14998 101.8 0.161007 4.79e-009 2.89 0 1 2.72709 18.8936
5-4 3619 2 2 30.5659 6 9.3901e-005 368.098 0 0 0.149989 101.808 0.161029 4.79e-009 2.89 0 1 2.4093 18.3839
8-5 4569 1 1 18.8691 3 2.32947e-005 368.098 0 0 0.149998 101.803 0.161007 4.79e-009 2.89 0 1 2.75452 18.4093
6-9 4721 5 5 56.6462 11 0.000558468 368.098 0 1 0.150008 101.808 0.161005 4.79e-009 2.89 0 1 2.59462 18.8391
3-7 2985 13 13 88.3929 16 0.00202061 368.098 0 1 0.149977 101.783 0.160988 4.79e-009 2.89 0 1 2.20803 18.6606
7-8 2130 5 5 56.6366 11 0.000558196 368.098 0 1 0.149999 101.782 0.161027 4.79e-009 2.89 0 1 2.64298 18.7321
8-9 2175 20 20 99.1067 16 0.00281238 368.098 0 1 0.149997 101.81 0.161002 4.79e-009 2.89 0 1 2.76793 18.8419
2-7 3780 0 0 5.25869 1 5.80324e-007 367.179 0 0 0.149976 101.814 0.161009 4.79e-009 2.89 0 1 2.10003 18.6959
7-6 5304 3 3 40.604 8 0.000213353 368.098 0 1 0.149978 101.811 0.160986 4.79e-009 2.89 0 1 2.6118 18.5791
3-10 3191 0 0 5.25666 1 5.79677e-007 367.179 0 0 0.149993 101.774 0.16101 4.79e-009 2.89 0 1 2.23438 18.9468
10-5 5112 11 11 83.649 16 0.00172285 368.098 0 1 0.150002 101.797 0.160984 4.79e-009 2.89 0 1 2.95 18.4328
3-8 844 13 13 88.4095 16 0.00202171 368.098 0 1 0.150029 101.805 0.160973 4.79e-009 2.89 0 1 2.27959 18.7917
6-7 940 3 3 40.5969 8 0.000213246 368.098 0 1 0.149992 101.79 0.160992 4.79e-009 2.89 0 1 2.56434 18.6968
6-2 1684 15 15 91.9203 16 0.00226253 368.098 0 1 0.149984 101.804 0.160982 4.79e-009 2.89 0 1 2.55215 18.1025
4-8 4074 8 8 73.1783 14 0.00117058 368.098 0 1 0.14999 101.802 0.161015 4.79e-009 2.89 0 1 2.32093 18.7199
2-10 4442 10 10 80.6725 16 0.00155158 368.098 0 1 0.149974 101.797 0.160994 4.79e-009 2.89 0 1 2.10577 18.9272
6-8 1591 1 1 18.8658 3 2.3283e-005 368.098 0 0 0.150021 101.794 0.160991 4.79e-009 2.89 0 1 2.53489 18.796
7-8 303 19 19 96.4034 16 0.00259634 368.098 0 1 0.149992 101.779 0.161037 4.79e-009 2.89 0 1 2.62112 18.7776
6-7 3678 11 11 83.6587 16 0.00172343 368.098 0 1 0.149987 101.803 0.16101 4.79e-009 2.89 0 1 2.51892 18.6234
9-7 5528 1 1 18.8671 3 2.32877e-005 368.098 0 0 0.14999 101.798 0.160998 4.79e-009 2.89 0 1 2.81403 18.6005
9-7 1541 7 7 68.4853 13 0.000966522 368.098 0 1 0.149997 101.804 0.161031 4.79e-009 2.89 0 1 2.88497 18.6672
8-7 2443 18 18 95.5338 16 0.00252924 368.098 0 1 0.150007 101.803 0.160951 4.79e-009 2.89 0 1 2.73477 18.6643
5-3 1741 1 1 18.8663 3 2.32847e-005 368.098 0 0 0.14999 101.791 0.161001 4.79e-009 2.89 0 1 2.40308 18.2383
3-8 6981 4 4 49.2236 9 0.000372149 368.098 0 0 0.150035 101.791 0.160992 4.79e-009 2.89 0 1 2.27981 18.7411
9-1 537 4 4 49.2469 9 0.000372657 368.098 0 1 0.150004 101.827 0.16102 4.79e-009 2.89 0 1 2.87348 18.012
3-10 6068 2 2 30.5631 6 9.38766e-005 368.098 0 0 0.150016 101.802 0.161022 4.79e-009 2.89 0 1 2.2642 18.9957
4-7 1709 16 16 93.3168 16 0.0023633 368.098 0 1 0.150028 101.804 0.161009 4.79e-009 2.89 0 1 2.34121 18.653
8-7 6631 7 7 68.4831 13 0.000966433 368.098 0 1 0.149979 101.81 0.161001 4.79e-009 2.89 0 1 2.78338 18.6654
8-7 4985 1 1 18.8641 3 2.32769e-005 368.098 0 0 0.149997 101.781 0.160999 4.79e-009 2.89 0 1 2.7554 18.6793
6-5 5483 17 17 94.5096 16 0.00245166 368.098 0 1 0.149997 101.803 0.160987 4.79e-009 2.89 0 1 2.5481 18.4045
6-6 4752 2 2 30.5617 6 9.38638e-005 368.098 0 1 0.14996 101.808 0.161001 4.79e-009 2.89 0 1 2.517 18.5854
8-10 2659 1 1 18.8707 3 2.33005e-005 368.098 0 0 0.150008 101.82 0.160993 4.79e-009 2.89 0 1 2.79577 18.9202
6-6 4442 2 2 30.5609 6 9.3857e-005 368.098 0 0 0.14998 101.805 0.161001 4.79e-009 2.89 0 1 2.59691 18.5257
9-3 1391 3 3 40.5946 8 0.000213211 368.098 0 1 0.149993 101.78 0.161001 4.79e-009 2.89 0 1 2.82517 18.274
2-7 975 11 11 83.6491 16 0.00172286 368.098 0 1 0.150019 101.796 0.160991 4.79e-009 2.89 0 1 2.13709 18.6004
2-4 558 20 20 97.4143 16 0.00267581 368.098 0 1 0.150009 101.797 0.160985 4.79e-009 2.89 0 1 2.14854 18.3265
9-9 29 1 1 18.8674 3 2.32887e-005 368.098 0 0 0.149972 101.798 0.161 4.79e-009 2.89 0 1 2.80364 18.8302
4-3 1175 4 4 49.2224 9 0.000372123 368.098 0 0 0.149999 101.789 0.16099 4.79e-009 2.89 0 1 2.3724 18.2419
4-5 4686 16 16 93.3052 16 0.00236245 368.098 0 1 0.149994 101.79 0.161018 4.79e-009 2.89 0 1 2.33855 18.4099
8-5 2012 9 9 77.2053 15 0.00136658 368.098 0 1 0.150014 101.796 0.160994 4.79e-009 2.89 0 1 2.76029 18.479
6-4 2370 5 5 56.6329 11 0.00055809 368.098 0 1 0.150008 101.792 0.160983 4.79e-009 2.89 0 1 2.59059 18.3105
6-3 2956 17 17 94.5246 16 0.00245279 368.098 0 1 0.149987 101.816 0.161008 4.79e-009 2.89 0 1 2.53401 18.2871
6-9 1575 4 4 49.2313 9 0.000372318 368.098 0 1 0.150016 101.801 0.161006 4.79e-009 2.89 0 1 2.50526 18.8462
8-10 674 8 8 73.1697 14 0.00117018 368.098 0 1 0.150022 101.794 0.161002 4.79e-009 2.89 0 1 2.70399 18.9154
5-6 4226 9 9 77.2144 15 0.00136705 368.098 0 1 0.149994 101.808 0.160993 4.79e-009 2.89 0 1 2.47402 18.5929
6-3 1100 12 12 86.218 16 0.00188024 368.098 0 1 0.150004 101.805 0.161007 4.79e-009 2.89 0 1 2.58075 18.2248
2-7 425 20 20 99.8468 16 0.0028735 368.098 0 1 0.149986 101.806 0.161007 4.79e-009 2.89 0 1 2.19168 18.6586
5-6 1884 18 18 95.5387 16 0.00252961 368.098 0 1 0.149979 101.802 0.161008 4.79e-009 2.89 0 1 2.44487 18.5581
5-7 2980 15 15 91.9165 16 0.00226226 368.098 0 1 0.150009 101.796 0.16101 4.79e-009 2.89 0 1 2.47827 18.6989
1-9 2087 6 6 63.0046 12 0.000759489 368.098 0 1 0.149989 101.803 0.160981 4.79e-009 2.89 0 1 2.04932 18.8298
2-9 1026 1 1 18.8657 3 2.32826e-005 368.098 0 0 0.150005 101.8 0.16098 4.79e-009 2.89 0 1 2.13418 18.8247
6-9 797 5 5 56.635 11 0.000558151 368.098 0 1 0.150028 101.792 0.160994 4.79e-009 2.89 0 1 2.52326 18.8224
6-6 3627 11 11 83.6549 16 0.0017232 368.098 0 1 0.14999 101.8 0.161006 4.79e-009 2.89 0 1 2.5201 18.5091
2-5 3207 18 18 95.5412 16 0.0025298 368.098 0 1 0.149998 101.803 0.161018 4.79e-009 2.89 0 1 2.1569 18.4832
6-4 3392 0 0 5.25768 1 5.80004e-007 367.179 0 0 0.150017 101.8 0.160999 4.79e-009 2.89 0 1 2.53935 18.3405
4-10 2239 0 0 5.25815 1 5.80153e-007 367.179 0 0 0.149981 101.797 0.161019 4.79e-009 2.89 0 1 2.39952 18.9975
6-4 3164 1 1 18.8684 3 2.32921e-005 368.098 0 0 0.149986 101.805 0.160996 4.79e-009 2.89 0 1 2.5867 18.3039
4-9 993 0 0 5.2578 1 5.80041e-007 367.179 0 0 0.150004 101.81 0.160985 4.79e-009 2.89 0 1 2.30708 18.8468
9-10 1988 2 2 30.5658 6 9.39003e-005 368.098 0 1 0.149996 101.83 0.160984 4.79e-009 2.89 0 1 2.80803 18.9029
7-5 1869 2 2 30.5636 6 9.38812e-005 368.098 0 1 0.149997 101.811 0.161008 4.79e-009 2.89 0 1 2.66145 18.4766
1-10 767 0 0 5.25691 1 5.79758e-007 367.179 0 0 0.150019 101.799 0.160973 4.79e-009 2.89 0 1 2.03658 18.9044
10-5 1884 3 3 40.6018 8 0.00021332 368.098 0 0 0.14999 101.807 0.160981 4.79e-009 2.89 0 1 2.93721 18.4495
10-9 139 5 5 56.6405 11 0.000558307 368.098 0 1 0.150025 101.793 0.161016 4.79e-009 2.89 0 1 2.93459 18.8532
9-8 5009 9 9 77.201 15 0.00136636 368.098 0 1 0.149988 101.784 0.161017 4.79e-009 2.89 0 1 2.88626 18.7415
7-7 3849 0 0 5.25865 1 5.80313e-007 367.179 0 0 0.149998 101.807 0.161019 4.79e-009 2.89 0 1 2.68154 18.6021
10-10 616 5 5 56.6411 11 0.000558323 368.098 0 1 0.149988 101.799 0.161004 4.79e-009 2.89 0 1 2.91351 18.9937
6-7 6693 11 11 83.659 16 0.00172345 368.098 0 1 0.15 101.808 0.160993 4.79e-009 2.89 0 1 2.53808 18.6946
4-1 1148 10 10 80.6604 16 0.0015509 368.098 0 1 0.149998 101.784 0.160983 4.79e-009 2.89 0 1 2.33861 18.0083
8-9 3395 3 3 40.6046 8 0.000213362 368.098 0 1 0.150027 101.807 0.160997 4.79e-009 2.89 0 1 2.71978 18.8421
7-6 2973 1 1 18.8645 3 2.32782e-005 368.098 0 0 0.150018 101.791 0.160984 4.79e-009 2.89 0 1 2.68109 18.5248
9-7 5424 7 7 68.4746 13 0.000966086 368.098 0 1 0.150007 101.806 0.160976 4.79e-009 2.89 0 1 2.8196 18.6145
2-1 1263 9 9 77.2005 15 0.00136634 368.098 0 1 0.150014 101.79 0.160995 4.79e-009 2.89 0 1 2.13794 18.0649
9-5 4730 0 0 5.25952 1 5.8059e-007 367.179 0 0 0.15 101.823 0.161021 4.79e-009 2.89 0 1 2.83762 18.4841
4-9 5458 20 20 100.597 16 0.00293632 368.098 0 1 0.149989 101.805 0.161027 4.79e-009 2.89 0 1 2.32733 18.802
6-8 1339 7 7 68.4864 13 0.000966567 368.098 0 1 0.149999 101.822 0.160979 4.79e-009 2.89 0 1 2.53354 18.7863
9-5 4982 20 20 98.6275 16 0.00277326 368.098 0 1 0.149989 101.803 0.161004 4.79e-009 2.89 0 1 2.80375 18.4953
4-7 1789 16 16 93.2964 16 0.00236181 368.098 0 1 0.149995 101.782 0.161004 4.79e-009 2.89 0 1 2.38093 18.6107
5-7 2144 0 0 5.25701 1 5.7979e-007 367.179 0 0 0.149981 101.795 0.160984 4.79e-009 2.89 0 1 2.4209 18.6607
8-8 5972 2 2 30.5649 6 9.3892e-005 368.098 0 0 0.149996 101.818 0.161002 4.79e-009 2.89 0 1 2.72288 18.7976
10-7 2095 2 2 30.5561 6 9.38145e-005 368.098 0 1 0.15 101.786 0.161007 4.79e-009 2.89 0 1 2.97484 18.641
4-10 931 6 6 63.0053 12 0.000759513 368.098 0 1 0.150011 101.792 0.161013 4.79e-009 2.89 0 1 2.30873 18.92
9-1 704 9 9 77.2051 15 0.00136657 368.098 0 1 0.150016 101.791 0.161011 4.79e-009 2.89 0 1 2.80815 18.0252
3-8 7145 0 0 5.25895 1 5.8041e-007 367.179 0 0 0.150003 101.813 0.161019 4.79e-009 2.89 0 1 2.24595 18.7239
2-4 2771 11 11 83.6509 16 0.00172297 368.098 0 1 0.149998 101.794 0.161009 4.79e-009 2.89 0 1 2.11086 18.3189
8-1 606 4 4 49.2214 9 0.000372102 368.098 0 1 0.150005 101.791 0.16098 4.79e-009 2.89 0 1 2.74868 18.0625
4-10 3117 14 14 90.3024 16 0.00214935 368.098 0 1 0.150006 101.805 0.161004 4.79e-009 2.89 0 1 2.36071 18.9621
7-8 1379 1 1 18.8713 3 2.33024e-005 368.098 0 0 0.149991 101.802 0.16103 4.79e-009 2.89 0 1 2.68391 18.7207
*end

*numeric_layer[Winter_total_biomass_by_cell]
year: 1990
time_step: Winter
values {m}
351.658 495.064 625.507 842.544 1079.32 1308.8 1427.65 1273.56 1009.37 1113.8 
423.597 553.808 699.543 916.012 1127.89 1505.94 1750.41 1748.67 1379.87 1460.3 
436.426 590.787 810.664 1045.65 1309.14 1745.99 2205.69 2222.77 1768.09 1890.36 
399.043 563.468 851.422 1260.6 1666.46 2238.55 2694.35 2406.01 2055.32 1822.7 
361.527 533.843 802.03 1154.82 1506.22 2097.57 2404 2221.37 1894.73 1781.19 
368.091 551.754 832.812 1128.37 1523.5 2170.62 2385.14 1977.37 1733.67 1680.59 
373.998 550.791 888.182 1210.61 1550.86 2208.16 2299.99 1838.21 1707.66 1716.57 
351.028 552.671 857.03 1221.06 1521.61 2135.63 2133.87 1701.4 1466.04 1519.32 
338.928 518.815 772.905 1107.43 1440.84 1989.14 2052.5 1657.23 1462.37 1527.03 
328.147 480.83 792.215 1092.99 1586.67 2146.6 2406.47 2000.89 1674.51 1560.73 
*end

*numeric_layer[Winter_total_abundance_by_cell]
year: 1990
time_step: Winter
values {m}
410291 606777 795574 1.04067e+006 1.34317e+006 1.62178e+006 1.77078e+006 1.59119e+006 1.24088e+006 1.41416e+006 
518840 674123 917758 1.14813e+006 1.4657e+006 1.90694e+006 2.19686e+006 2.14837e+006 1.78438e+006 1.84402e+006 
545710 776430 1.00201e+006 1.32257e+006 1.66807e+006 2.22109e+006 2.7778e+006 2.76382e+006 2.2443e+006 2.42751e+006 
506699 741494 1.10466e+006 1.59924e+006 2.13137e+006 2.90136e+006 3.43522e+006 3.06324e+006 2.55265e+006 2.32117e+006 
481657 707590 1.0138e+006 1.44136e+006 1.92417e+006 2.68313e+006 3.0566e+006 2.8403e+006 2.37497e+006 2.25865e+006 
469533 716085 1.06199e+006 1.47005e+006 1.95694e+006 2.76705e+006 3.03484e+006 2.57464e+006 2.22843e+006 2.17616e+006 
479831 714619 1.12635e+006 1.57788e+006 2.0048e+006 2.79983e+006 2.9782e+006 2.39435e+006 2.17257e+006 2.17692e+006 
470987 708717 1.08957e+006 1.50249e+006 1.91607e+006 2.72292e+006 2.70306e+006 2.21957e+006 1.89033e+006 1.96096e+006 
431260 662329 1.00826e+006 1.3928e+006 1.83144e+006 2.50955e+006 2.63976e+006 2.13683e+006 1.86125e+006 1.92123e+006 
